latitude,longitude,Year,TXm
-26,125,2006,30.43
-26,125,2007,31.4
-26,125,2008,31.83
-26,125,2009,31.84
-26,125,2010,30.59
-26,125,2011,29.86
-26,125,2012,30.98
-26,125,2013,31.86
-26,125,2014,31.85
-26,125,2015,31.5
-26,125,2016,30.3
-26,125,2017,30.71
-26,125,2018,31.33
-26,125,2019,33.09
-26,125,2020,31.82
-26,125,2021,30.71
-26,125,2022,30.05
-26,126,2000,28.67
-26,126,2001,28.59
-26,126,2002,30.86
-26,126,2003,30.47
-26,126,2004,30.4
-26,126,2005,31.7
-26,126,2006,30.26
-26,126,2007,31.16
-26,126,2008,31.62
-26,126,2009,31.68
-26,126,2010,30.13
-26,126,2011,29.52
-26,126,2012,30.52
-26,126,2013,31.6
-26,126,2014,31.57
-26,126,2015,31.16
-26,126,2016,29.92
-26,126,2017,30.58
-26,126,2018,31.15
-26,126,2019,32.81
-26,126,2020,31.52
-26,126,2021,29.89
-26,126,2022,29.78
-26,127,2000,27.95
-26,127,2001,27.74
-26,127,2002,30.19
-26,127,2003,29.77
-26,127,2004,29.72
-26,127,2005,30.84
-26,127,2006,29.67
-26,127,2007,30.34
-26,127,2008,30.8
-26,127,2009,30.93
-26,127,2010,29.24
-26,127,2011,28.88
-26,127,2012,29.8
-26,127,2013,30.87
-26,127,2014,30.83
-26,127,2015,30.49
-26,127,2016,29.28
-26,127,2017,30.13
-26,127,2018,30.64
-26,127,2019,32.21
-26,127,2020,30.89
-26,127,2021,29.11
-26,127,2022,29.14
-26,128,2000,27.97
-26,128,2001,27.65
-26,128,2002,30.1
-26,128,2003,29.59
-26,128,2004,29.65
-26,128,2005,30.55
-26,128,2006,29.68
-26,128,2007,30.02
-26,128,2008,30.39
-26,128,2009,30.62
-26,128,2010,28.92
-26,128,2011,28.86
-26,128,2012,29.74
-26,128,2013,30.69
-26,128,2014,30.65
-26,128,2015,30.45
-26,128,2016,29.3
-26,128,2017,30.32
-26,128,2018,30.77
-26,128,2019,32.24
-26,128,2020,30.9
-26,128,2021,29.2
-26,128,2022,29.14
-26,129,2000,26.91
-26,129,2001,26.54
-26,129,2002,28.95
-26,129,2003,28.39
-26,129,2004,28.43
-26,129,2005,29.25
-26,129,2006,28.58
-26,129,2007,28.73
-26,129,2008,28.83
-26,129,2009,29.16
-26,129,2010,27.26
-26,129,2011,27.64
-26,129,2012,28.5
-26,129,2013,29.47
-26,129,2014,29.35
-26,129,2015,29.24
-26,129,2016,28.11
-26,129,2017,29.18
-26,129,2018,29.69
-26,129,2019,30.98
-26,129,2020,29.69
-26,129,2021,28.1
-26,129,2022,27.9
-26,130,2000,25.87
-26,130,2001,25.49
-26,130,2002,27.82
-26,130,2003,27.25
-26,130,2004,27.21
-26,130,2005,28.04
-26,130,2006,27.53
-26,130,2007,27.57
-26,130,2008,27.33
-26,130,2009,27.77
-26,130,2010,25.6
-26,130,2011,26.39
-26,130,2012,27.22
-26,130,2013,28.29
-26,130,2014,28.08
-26,130,2015,27.96
-26,130,2016,26.82
-26,130,2017,27.9
-26,130,2018,28.51
-26,130,2019,29.59
-26,130,2020,28.36
-26,130,2021,26.89
-26,130,2022,26.57
-26,131,2000,26.54
-26,131,2001,26.17
-26,131,2002,28.31
-26,131,2003,27.82
-26,131,2004,27.72
-26,131,2005,28.51
-26,131,2006,28.11
-26,131,2007,28.14
-26,131,2008,27.65
-26,131,2009,28.17
-26,131,2010,25.84
-26,131,2011,26.83
-26,131,2012,27.63
-26,131,2013,28.77
-26,131,2014,28.53
-26,131,2015,28.32
-26,131,2016,27.19
-26,131,2017,28.3
-26,131,2018,28.97
-26,131,2019,29.9
-26,131,2020,28.66
-26,131,2021,27.33
-26,131,2022,26.92
-26,132,2000,27.44
-26,132,2001,26.73
-26,132,2002,29.02
-26,132,2003,28.51
-26,132,2004,28.42
-26,132,2005,29.09
-26,132,2006,28.93
-26,132,2007,28.88
-26,132,2008,28.26
-26,132,2009,28.84
-26,132,2010,26.5
-26,132,2011,27.66
-26,132,2012,28.4
-26,132,2013,29.44
-26,132,2014,29.18
-26,132,2015,28.78
-26,132,2016,27.72
-26,132,2017,28.94
-26,132,2018,29.52
-26,132,2019,30.32
-26,132,2020,29.05
-26,132,2021,27.88
-26,132,2022,27.49
-26,133,2000,27.59
-26,133,2001,26.79
-26,133,2002,29.03
-26,133,2003,28.71
-26,133,2004,28.47
-26,133,2005,29.33
-26,133,2006,29.02
-26,133,2007,28.95
-26,133,2008,28.14
-26,133,2009,28.86
-26,133,2010,26.34
-26,133,2011,27.84
-26,133,2012,28.4
-26,133,2013,29.4
-26,133,2014,28.93
-26,133,2015,28.48
-26,133,2016,27.89
-26,133,2017,29.21
-26,133,2018,29.78
-26,133,2019,30.46
-26,133,2020,29.08
-26,133,2021,27.94
-26,133,2022,27.53
-26,134,2000,28.28
-26,134,2001,27.49
-26,134,2002,29.64
-26,134,2003,29.38
-26,134,2004,29.15
-26,134,2005,29.97
-26,134,2006,29.62
-26,134,2007,29.54
-26,134,2008,28.65
-26,134,2009,29.42
-26,134,2010,26.82
-26,134,2011,28.42
-26,134,2012,28.98
-26,134,2013,30.02
-26,134,2014,29.44
-26,134,2015,28.91
-26,134,2016,28.56
-26,134,2017,29.95
-26,134,2018,30.41
-26,134,2019,30.96
-26,134,2020,29.58
-26,134,2021,28.59
-26,134,2022,28.18
-26,135,2000,29.38
-26,135,2001,28.73
-26,135,2002,30.71
-26,135,2003,30.39
-26,135,2004,30.27
-26,135,2005,30.9
-26,135,2006,30.62
-26,135,2007,30.49
-26,135,2008,29.63
-26,135,2009,30.38
-26,135,2010,27.8
-26,135,2011,29.36
-26,135,2012,30.02
-26,135,2013,31.2
-26,135,2014,30.56
-26,135,2015,29.93
-26,135,2016,29.57
-26,135,2017,31.04
-26,135,2018,31.33
-26,135,2019,31.75
-26,135,2020,30.46
-26,135,2021,29.72
-26,135,2022,29.27
-26,136,2000,30.03
-26,136,2001,29.59
-26,136,2002,31.36
-26,136,2003,30.94
-26,136,2004,30.95
-26,136,2005,31.46
-26,136,2006,31.25
-26,136,2007,31
-26,136,2008,30.23
-26,136,2009,30.97
-26,136,2010,28.36
-26,136,2011,29.98
-26,136,2012,30.64
-26,136,2013,31.95
-26,136,2014,31.28
-26,136,2015,30.57
-26,136,2016,30.17
-26,136,2017,31.73
-26,136,2018,31.88
-26,136,2019,32.12
-26,136,2020,30.99
-26,136,2021,30.46
-26,136,2022,29.89
-26,138,2000,30.44
-26,138,2001,30.72
-26,138,2002,32.19
-26,138,2003,31.33
-26,138,2004,31.68
-26,138,2005,32.17
-26,138,2006,32.08
-26,138,2007,31.55
-26,138,2008,31.13
-26,138,2009,31.58
-26,138,2010,29.07
-26,138,2011,30.72
-26,138,2012,31.57
-26,138,2013,32.78
-26,138,2014,32.15
-26,138,2015,31.47
-26,138,2016,31
-26,138,2017,32.65
-26,138,2018,32.4
-26,138,2019,32.31
-26,138,2020,31.65
-26,138,2021,31.28
-26,138,2022,30.45
-26,139,2000,30.35
-26,139,2001,30.9
-26,139,2002,32.25
-26,139,2003,31.28
-26,139,2004,31.68
-26,139,2005,32.24
-26,139,2006,32.03
-26,139,2007,31.56
-26,139,2008,31.15
-26,139,2009,31.64
-26,139,2010,29.11
-26,139,2011,30.73
-26,139,2012,31.63
-26,139,2013,32.78
-26,139,2014,32.17
-26,139,2015,31.61
-26,139,2016,31.12
-26,139,2017,32.78
-26,139,2018,32.45
-26,139,2019,32.22
-26,139,2020,31.75
-26,139,2021,31.38
-26,139,2022,30.54
-26,140,2000,30.24
-26,140,2001,30.93
-26,140,2002,32.29
-26,140,2003,31.33
-26,140,2004,31.64
-26,140,2005,32.28
-26,140,2006,32.03
-26,140,2007,31.49
-26,140,2008,31.12
-26,140,2009,31.61
-26,140,2010,28.92
-26,140,2011,30.65
-26,140,2012,31.54
-26,140,2013,32.82
-26,140,2014,32.16
-26,140,2015,31.71
-26,140,2016,31.07
-26,140,2017,32.83
-26,140,2018,32.44
-26,140,2019,32.08
-26,140,2020,31.69
-26,140,2021,31.36
-26,140,2022,30.42
-26,141,2000,29.94
-26,141,2001,30.75
-26,141,2002,32.2
-26,141,2003,31.34
-26,141,2004,31.41
-26,141,2005,32.16
-26,141,2006,31.88
-26,141,2007,31.26
-26,141,2008,30.89
-26,141,2009,31.38
-26,141,2010,28.44
-26,141,2011,30.29
-26,141,2012,31.18
-26,141,2013,32.68
-26,141,2014,31.95
-26,141,2015,31.72
-26,141,2016,30.79
-26,141,2017,32.69
-26,141,2018,32.29
-26,141,2019,31.75
-26,141,2020,31.42
-26,141,2021,31.14
-26,141,2022,30.03
-26,142,2000,29.94
-26,142,2001,30.95
-26,142,2002,32.4
-26,142,2003,31.57
-26,142,2004,31.43
-26,142,2005,32.26
-26,142,2006,31.85
-26,142,2007,31.32
-26,142,2008,30.82
-26,142,2009,31.44
-26,142,2010,28.29
-26,142,2011,30.13
-26,142,2012,30.95
-26,142,2013,32.61
-26,142,2014,31.89
-26,142,2015,32.01
-26,142,2016,30.81
-26,142,2017,32.71
-26,142,2018,32.38
-26,142,2019,31.68
-26,142,2020,31.46
-26,142,2021,31.15
-26,142,2022,29.94
-26,143,2000,29.66
-26,143,2001,30.79
-26,143,2002,32.19
-26,143,2003,31.4
-26,143,2004,31.15
-26,143,2005,31.97
-26,143,2006,31.51
-26,143,2007,31
-26,143,2008,30.39
-26,143,2009,31.2
-26,143,2010,27.98
-26,143,2011,29.78
-26,143,2012,30.48
-26,143,2013,32.23
-26,143,2014,31.55
-26,143,2015,31.81
-26,143,2016,30.52
-26,143,2017,32.42
-26,143,2018,32.13
-26,143,2019,31.39
-26,143,2020,31.2
-26,143,2021,30.79
-26,143,2022,29.56
-26,144,2000,28.7
-26,144,2001,29.86
-26,144,2002,31.07
-26,144,2003,30.44
-26,144,2004,30.24
-26,144,2005,30.94
-26,144,2006,30.59
-26,144,2007,29.97
-26,144,2008,29.34
-26,144,2009,30.4
-26,144,2010,27.21
-26,144,2011,28.94
-26,144,2012,29.54
-26,144,2013,31.25
-26,144,2014,30.68
-26,144,2015,30.82
-26,144,2016,29.59
-26,144,2017,31.61
-26,144,2018,31.23
-26,144,2019,30.66
-26,144,2020,30.31
-26,144,2021,29.77
-26,144,2022,28.68
-26,145,2000,28.11
-26,145,2001,29.18
-26,145,2002,30.44
-26,145,2003,29.82
-26,145,2004,29.53
-26,145,2005,30.28
-26,145,2006,29.91
-26,145,2007,29.23
-26,145,2008,28.51
-26,145,2009,29.93
-26,145,2010,26.66
-26,145,2011,28.32
-26,145,2012,28.84
-26,145,2013,30.7
-26,145,2014,30.12
-26,145,2015,30.15
-26,145,2016,29.06
-26,145,2017,31.08
-26,145,2018,30.67
-26,145,2019,30.25
-26,145,2020,29.78
-26,145,2021,29.11
-26,145,2022,28.17
-26,146,2000,28.04
-26,146,2001,28.93
-26,146,2002,30.27
-26,146,2003,29.66
-26,146,2004,29.35
-26,146,2005,30.13
-26,146,2006,29.88
-26,146,2007,29.18
-26,146,2008,28.35
-26,146,2009,30.12
-26,146,2010,26.72
-26,146,2011,28.25
-26,146,2012,28.81
-26,146,2013,30.75
-26,146,2014,30.18
-26,146,2015,30.1
-26,146,2016,29.22
-26,146,2017,31.17
-26,146,2018,30.81
-26,146,2019,30.53
-26,146,2020,29.92
-26,146,2021,29.19
-26,146,2022,28.28
-26,147,2000,26.79
-26,147,2001,27.97
-26,147,2002,29.03
-26,147,2003,28.33
-26,147,2004,28.21
-26,147,2005,28.88
-26,147,2006,28.6
-26,147,2007,27.84
-26,147,2008,27.01
-26,147,2009,29.01
-26,147,2010,25.55
-26,147,2011,26.85
-26,147,2012,27.38
-26,147,2013,29.37
-26,147,2014,28.92
-26,147,2015,28.62
-26,147,2016,28.07
-26,147,2017,29.69
-26,147,2018,29.38
-26,147,2019,29.35
-26,147,2020,28.77
-26,147,2021,27.89
-26,147,2022,27.01
-26,148,2000,26.45
-26,148,2001,27.84
-26,148,2002,28.59
-26,148,2003,27.82
-26,148,2004,28.11
-26,148,2005,28.57
-26,148,2006,28.18
-26,148,2007,27.43
-26,148,2008,26.58
-26,148,2009,28.79
-26,148,2010,25.45
-26,148,2011,26.36
-26,148,2012,27
-26,148,2013,28.87
-26,148,2014,28.61
-26,148,2015,28.03
-26,148,2016,27.86
-26,148,2017,29.18
-26,148,2018,28.9
-26,148,2019,29.12
-26,148,2020,28.6
-26,148,2021,27.5
-26,148,2022,26.67
-26,149,2000,27.03
-26,149,2001,28.37
-26,149,2002,28.91
-26,149,2003,28
-26,149,2004,28.59
-26,149,2005,28.96
-26,149,2006,28.64
-26,149,2007,27.79
-26,149,2008,27.04
-26,149,2009,29.28
-26,149,2010,26.14
-26,149,2011,26.85
-26,149,2012,27.78
-26,149,2013,29.29
-26,149,2014,29.08
-26,149,2015,28.46
-26,149,2016,28.63
-26,149,2017,29.56
-26,149,2018,29.23
-26,149,2019,30.01
-26,149,2020,29.02
-26,149,2021,28
-26,149,2022,26.97
-26,150,2000,27.69
-26,150,2001,28.71
-26,150,2002,29.17
-26,150,2003,28.35
-26,150,2004,28.82
-26,150,2005,29.26
-26,150,2006,29.08
-26,150,2007,28.3
-26,150,2008,27.53
-26,150,2009,29.38
-26,150,2010,26.6
-26,150,2011,27.37
-26,150,2012,28
-26,150,2013,29.14
-26,150,2014,29.24
-26,150,2015,28.61
-26,150,2016,29.03
-26,150,2017,29.69
-26,150,2018,29.1
-26,150,2019,30.1
-26,150,2020,29.19
-26,150,2021,28.16
-26,150,2022,27.12
-26,151,2000,26.75
-26,151,2001,27.55
-26,151,2002,28.16
-26,151,2003,27.37
-26,151,2004,27.8
-26,151,2005,28.06
-26,151,2006,28.12
-26,151,2007,27.15
-26,151,2008,26.6
-26,151,2009,28.03
-26,151,2010,25.59
-26,151,2011,26.05
-26,151,2012,26.93
-26,151,2013,27.85
-26,151,2014,28.21
-26,151,2015,27.13
-26,151,2016,28.15
-26,151,2017,28.14
-26,151,2018,27.78
-26,151,2019,29.09
-26,151,2020,28.27
-26,151,2021,27.16
-26,151,2022,25.82
-26,152,2000,26.23
-26,152,2001,27.08
-26,152,2002,27.74
-26,152,2003,26.85
-26,152,2004,27.37
-26,152,2005,27.51
-26,152,2006,27.47
-26,152,2007,26.77
-26,152,2008,26.2
-26,152,2009,27.49
-26,152,2010,25.54
-26,152,2011,25.73
-26,152,2012,26.33
-26,152,2013,27.07
-26,152,2014,27.5
-26,152,2015,26.67
-26,152,2016,27.68
-26,152,2017,27.73
-26,152,2018,27.18
-26,152,2019,28.28
-26,152,2020,27.55
-26,152,2021,26.76
-26,152,2022,25.55
-26,153,2000,25.66
-26,153,2001,26.53
-26,153,2002,26.81
-26,153,2003,26.1
-26,153,2004,26.75
-26,153,2005,26.52
-26,153,2006,26.15
-26,153,2007,26.06
-26,153,2008,25.72
-26,153,2009,26.78
-26,153,2010,25.65
-26,153,2011,25.54
-26,153,2012,25.82
-26,153,2013,26.48
-26,153,2014,26.56
-26,153,2015,26.21
-26,153,2016,26.79
-26,153,2017,27.01
-26,153,2018,26.43
-26,153,2019,26.99
-26,153,2020,26.45
-26,153,2021,26.24
-26,153,2022,25.49
-25,114,2000,29
-25,114,2001,28.8
-25,114,2002,28.96
-25,114,2003,28.73
-25,114,2004,28.22
-25,114,2005,28.03
-25,114,2006,29.09
-25,114,2007,28.76
-25,114,2008,28.68
-25,114,2009,29.2
-25,114,2010,29.28
-25,114,2011,29.63
-25,114,2012,30.04
-25,114,2013,29.96
-25,114,2014,30.01
-25,114,2015,29.83
-25,114,2016,28.61
-25,114,2017,29.43
-25,114,2018,29.08
-25,114,2019,29.73
-25,114,2020,29.66
-25,114,2021,29.21
-25,114,2022,29.54
-25,115,2000,30.98
-25,115,2001,31.17
-25,115,2002,32.16
-25,115,2003,31.73
-25,115,2004,31.16
-25,115,2005,31.62
-25,115,2006,31.82
-25,115,2007,32.07
-25,115,2008,31.5
-25,115,2009,32.4
-25,115,2010,32.55
-25,115,2011,31.51
-25,115,2012,32.46
-25,115,2013,32.75
-25,115,2014,32.96
-25,115,2015,32.33
-25,115,2016,31.52
-25,115,2017,32.28
-25,115,2018,32.02
-25,115,2019,33.17
-25,115,2020,32.73
-25,115,2021,31.75
-25,115,2022,32.23
-25,116,2000,31.07
-25,116,2001,31.36
-25,116,2002,32.75
-25,116,2003,32.13
-25,116,2004,31.67
-25,116,2005,32.43
-25,116,2006,32.07
-25,116,2007,32.74
-25,116,2008,31.97
-25,116,2009,32.86
-25,116,2010,33.11
-25,116,2011,31.67
-25,116,2012,32.68
-25,116,2013,33.07
-25,116,2014,33.41
-25,116,2015,32.61
-25,116,2016,31.95
-25,116,2017,32.62
-25,116,2018,32.61
-25,116,2019,34.07
-25,116,2020,33.34
-25,116,2021,32.05
-25,116,2022,32.42
-25,117,2000,30.51
-25,117,2001,30.87
-25,117,2002,32.47
-25,117,2003,31.71
-25,117,2004,31.4
-25,117,2005,32.52
-25,117,2006,31.58
-25,117,2007,32.64
-25,117,2008,31.81
-25,117,2009,32.49
-25,117,2010,32.88
-25,117,2011,31.27
-25,117,2012,32.1
-25,117,2013,32.59
-25,117,2014,32.98
-25,117,2015,32.1
-25,117,2016,31.62
-25,117,2017,32.24
-25,117,2018,32.45
-25,117,2019,34.19
-25,117,2020,33.17
-25,117,2021,31.71
-25,117,2022,31.83
-25,118,2000,30.24
-25,118,2001,30.85
-25,118,2002,32.41
-25,118,2003,31.62
-25,118,2004,31.25
-25,118,2005,32.74
-25,118,2006,31.37
-25,118,2007,32.63
-25,118,2008,31.9
-25,118,2009,32.32
-25,118,2010,32.72
-25,118,2011,31.1
-25,118,2012,31.74
-25,118,2013,32.33
-25,118,2014,32.69
-25,118,2015,31.82
-25,118,2016,31.52
-25,118,2017,32.08
-25,118,2018,32.47
-25,118,2019,34.26
-25,118,2020,33.12
-25,118,2021,31.65
-25,118,2022,31.55
-25,119,2000,29.27
-25,119,2001,29.92
-25,119,2002,31.33
-25,119,2003,30.54
-25,119,2004,30.2
-25,119,2005,31.94
-25,119,2006,30.38
-25,119,2007,31.63
-25,119,2008,31.09
-25,119,2009,31.29
-25,119,2010,31.53
-25,119,2011,30.06
-25,119,2012,30.63
-25,119,2013,31.25
-25,119,2014,31.59
-25,119,2015,30.75
-25,119,2016,30.48
-25,119,2017,31.01
-25,119,2018,31.49
-25,119,2019,33.24
-25,119,2020,32.11
-25,119,2021,30.71
-25,119,2022,30.45
-25,120,2000,28.84
-25,120,2001,29.48
-25,120,2002,30.87
-25,120,2003,30.17
-25,120,2004,29.83
-25,120,2005,31.59
-25,120,2006,29.98
-25,120,2007,31.12
-25,120,2008,30.78
-25,120,2009,30.85
-25,120,2010,30.84
-25,120,2011,29.57
-25,120,2012,30.18
-25,120,2013,30.8
-25,120,2014,31.11
-25,120,2015,30.35
-25,120,2016,30.09
-25,120,2017,30.49
-25,120,2018,31.05
-25,120,2019,32.7
-25,120,2020,31.62
-25,120,2021,30.34
-25,120,2022,29.91
-25,121,2000,29.43
-25,121,2001,29.97
-25,121,2002,31.37
-25,121,2003,30.74
-25,121,2004,30.48
-25,121,2005,32.21
-25,121,2006,30.51
-25,121,2007,31.54
-25,121,2008,31.41
-25,121,2009,31.42
-25,121,2010,31.18
-25,121,2011,30.1
-25,121,2012,30.84
-25,121,2013,31.39
-25,121,2014,31.65
-25,121,2015,31.03
-25,121,2016,30.68
-25,121,2017,30.95
-25,121,2018,31.54
-25,121,2019,33.15
-25,121,2020,32.08
-25,121,2021,31.05
-25,121,2022,30.31
-25,122,2000,29.59
-25,122,2001,29.92
-25,122,2002,31.36
-25,122,2003,30.77
-25,122,2004,30.7
-25,122,2005,32.38
-25,122,2006,30.54
-25,122,2007,31.47
-25,122,2008,31.57
-25,122,2009,31.59
-25,122,2010,31.14
-25,122,2011,30.2
-25,122,2012,31.15
-25,122,2013,31.59
-25,122,2014,31.76
-25,122,2015,31.34
-25,122,2016,30.8
-25,122,2017,30.92
-25,122,2018,31.53
-25,122,2019,33.2
-25,122,2020,32.08
-25,122,2021,31.43
-25,122,2022,30.24
-25,128,2000,28.47
-25,128,2001,28.12
-25,128,2002,30.66
-25,128,2003,30.07
-25,128,2004,30.19
-25,128,2005,30.98
-25,128,2006,30.24
-25,128,2007,30.36
-25,128,2008,30.81
-25,128,2009,31.08
-25,128,2010,29.44
-25,128,2011,29.49
-25,128,2012,30.35
-25,128,2013,31.14
-25,128,2014,31.06
-25,128,2015,31.02
-25,128,2016,29.98
-25,128,2017,31.04
-25,128,2018,31.43
-25,128,2019,32.89
-25,128,2020,31.52
-25,128,2021,29.88
-25,128,2022,29.78
-25,129,2000,26.92
-25,129,2001,26.59
-25,129,2002,29.16
-25,129,2003,28.53
-25,129,2004,28.56
-25,129,2005,29.36
-25,129,2006,28.76
-25,129,2007,28.72
-25,129,2008,28.93
-25,129,2009,29.27
-25,129,2010,27.31
-25,129,2011,27.86
-25,129,2012,28.73
-25,129,2013,29.58
-25,129,2014,29.33
-25,129,2015,29.36
-25,129,2016,28.38
-25,129,2017,29.44
-25,129,2018,29.9
-25,129,2019,31.15
-25,129,2020,29.88
-25,129,2021,28.3
-25,129,2022,28.12
-25,131,2000,28.68
-25,131,2001,28.36
-25,131,2002,30.77
-25,131,2003,30.15
-25,131,2004,30.05
-25,131,2005,30.95
-25,131,2006,30.41
-25,131,2007,30.37
-25,131,2008,30.09
-25,131,2009,30.53
-25,131,2010,28.02
-25,131,2011,29.09
-25,131,2012,29.98
-25,131,2013,31.2
-25,131,2014,30.78
-25,131,2015,30.7
-25,131,2016,29.72
-25,131,2017,30.74
-25,131,2018,31.43
-25,131,2019,32.33
-25,131,2020,31.18
-25,131,2021,29.79
-25,131,2022,29.43
-25,132,2000,28.39
-25,132,2001,27.85
-25,132,2002,30.71
-25,132,2003,29.87
-25,132,2004,29.78
-25,132,2005,30.75
-25,132,2006,30.31
-25,132,2007,30.04
-25,132,2008,29.67
-25,132,2009,30.35
-25,132,2010,27.46
-25,132,2011,28.98
-25,132,2012,29.6
-25,132,2013,30.78
-25,132,2014,30.36
-25,132,2015,30.13
-25,132,2016,29.32
-25,132,2017,30.44
-25,132,2018,31.03
-25,132,2019,31.58
-25,132,2020,30.4
-25,132,2021,29.18
-25,132,2022,29.02
-25,133,2000,28.23
-25,133,2001,27.73
-25,133,2002,30.29
-25,133,2003,29.69
-25,133,2004,29.5
-25,133,2005,30.36
-25,133,2006,29.95
-25,133,2007,29.75
-25,133,2008,29.26
-25,133,2009,29.92
-25,133,2010,27.04
-25,133,2011,28.67
-25,133,2012,29.36
-25,133,2013,30.49
-25,133,2014,29.88
-25,133,2015,29.46
-25,133,2016,29.05
-25,133,2017,30.29
-25,133,2018,30.75
-25,133,2019,31.31
-25,133,2020,30.12
-25,133,2021,28.94
-25,133,2022,28.69
-25,134,2000,28.93
-25,134,2001,28.43
-25,134,2002,30.83
-25,134,2003,30.37
-25,134,2004,30.15
-25,134,2005,30.89
-25,134,2006,30.48
-25,134,2007,30.29
-25,134,2008,29.73
-25,134,2009,30.44
-25,134,2010,27.48
-25,134,2011,29.17
-25,134,2012,29.92
-25,134,2013,31.1
-25,134,2014,30.37
-25,134,2015,29.81
-25,134,2016,29.67
-25,134,2017,31.01
-25,134,2018,31.28
-25,134,2019,31.75
-25,134,2020,30.59
-25,134,2021,29.58
-25,134,2022,29.29
-25,135,2000,29.31
-25,135,2001,28.86
-25,135,2002,31.12
-25,135,2003,30.73
-25,135,2004,30.52
-25,135,2005,31.12
-25,135,2006,30.71
-25,135,2007,30.48
-25,135,2008,29.92
-25,135,2009,30.65
-25,135,2010,27.63
-25,135,2011,29.35
-25,135,2012,30.12
-25,135,2013,31.42
-25,135,2014,30.62
-25,135,2015,29.94
-25,135,2016,29.88
-25,135,2017,31.37
-25,135,2018,31.48
-25,135,2019,31.79
-25,135,2020,30.72
-25,135,2021,29.98
-25,135,2022,29.57
-25,138,2000,30.54
-25,138,2001,31.02
-25,138,2002,32.77
-25,138,2003,31.92
-25,138,2004,32.15
-25,138,2005,32.57
-25,138,2006,32.55
-25,138,2007,31.76
-25,138,2008,31.78
-25,138,2009,31.76
-25,138,2010,29.3
-25,138,2011,30.8
-25,138,2012,31.82
-25,138,2013,33.19
-25,138,2014,32.34
-25,138,2015,31.82
-25,138,2016,31.2
-25,138,2017,33.08
-25,138,2018,32.77
-25,138,2019,32.4
-25,138,2020,32.13
-25,138,2021,31.76
-25,138,2022,30.79
-25,139,2000,30.33
-25,139,2001,31.02
-25,139,2002,32.74
-25,139,2003,31.82
-25,139,2004,32.06
-25,139,2005,32.51
-25,139,2006,32.54
-25,139,2007,31.63
-25,139,2008,31.81
-25,139,2009,31.57
-25,139,2010,29.27
-25,139,2011,30.67
-25,139,2012,31.79
-25,139,2013,33.17
-25,139,2014,32.33
-25,139,2015,31.89
-25,139,2016,31.16
-25,139,2017,33.1
-25,139,2018,32.65
-25,139,2019,32.19
-25,139,2020,32.06
-25,139,2021,31.66
-25,139,2022,30.59
-25,140,2000,30.46
-25,140,2001,31.29
-25,140,2002,32.98
-25,140,2003,32.05
-25,140,2004,32.22
-25,140,2005,32.73
-25,140,2006,32.7
-25,140,2007,31.83
-25,140,2008,31.96
-25,140,2009,31.76
-25,140,2010,29.4
-25,140,2011,30.84
-25,140,2012,31.92
-25,140,2013,33.37
-25,140,2014,32.56
-25,140,2015,32.22
-25,140,2016,31.35
-25,140,2017,33.34
-25,140,2018,32.84
-25,140,2019,32.28
-25,140,2020,32.24
-25,140,2021,31.84
-25,140,2022,30.7
-25,141,2000,30.23
-25,141,2001,31.21
-25,141,2002,32.85
-25,141,2003,31.92
-25,141,2004,31.96
-25,141,2005,32.56
-25,141,2006,32.34
-25,141,2007,31.67
-25,141,2008,31.58
-25,141,2009,31.6
-25,141,2010,29.05
-25,141,2011,30.56
-25,141,2012,31.52
-25,141,2013,33.11
-25,141,2014,32.33
-25,141,2015,32.19
-25,141,2016,31.13
-25,141,2017,33.14
-25,141,2018,32.67
-25,141,2019,31.95
-25,141,2020,32.02
-25,141,2021,31.63
-25,141,2022,30.43
-25,142,2000,29.73
-25,142,2001,30.84
-25,142,2002,32.46
-25,142,2003,31.56
-25,142,2004,31.4
-25,142,2005,32.09
-25,142,2006,31.64
-25,142,2007,31.19
-25,142,2008,30.87
-25,142,2009,31.11
-25,142,2010,28.34
-25,142,2011,29.88
-25,142,2012,30.69
-25,142,2013,32.5
-25,142,2014,31.79
-25,142,2015,31.9
-25,142,2016,30.6
-25,142,2017,32.62
-25,142,2018,32.2
-25,142,2019,31.35
-25,142,2020,31.52
-25,142,2021,31.09
-25,142,2022,29.81
-25,143,2000,30.26
-25,143,2001,31.4
-25,143,2002,32.98
-25,143,2003,32.17
-25,143,2004,31.87
-25,143,2005,32.59
-25,143,2006,32.01
-25,143,2007,31.62
-25,143,2008,31.14
-25,143,2009,31.68
-25,143,2010,28.78
-25,143,2011,30.32
-25,143,2012,30.97
-25,143,2013,32.9
-25,143,2014,32.29
-25,143,2015,32.47
-25,143,2016,31.1
-25,143,2017,33.13
-25,143,2018,32.73
-25,143,2019,31.89
-25,143,2020,32.02
-25,143,2021,31.51
-25,143,2022,30.26
-25,144,2000,29.7
-25,144,2001,30.72
-25,144,2002,32.21
-25,144,2003,31.66
-25,144,2004,31.37
-25,144,2005,32.01
-25,144,2006,31.43
-25,144,2007,30.88
-25,144,2008,30.31
-25,144,2009,31.21
-25,144,2010,28.33
-25,144,2011,29.89
-25,144,2012,30.43
-25,144,2013,32.22
-25,144,2014,31.84
-25,144,2015,31.93
-25,144,2016,30.66
-25,144,2017,32.7
-25,144,2018,32.17
-25,144,2019,31.57
-25,144,2020,31.44
-25,144,2021,30.81
